Date,SPY,QQQ,IWM,XLE,XLF,XLK,XLV,XLI,XLY,XLP,XLU,XLB,XLRE,XLC,BIL,SHY,IEF,TLT,VGSH,VGIT,VGLT,LQD,BND,TIP
1999-01-04,78.57305145263672,,,12.3628568649292,11.617676734924316,24.90920639038086,18.058822631835938,15.489517211914062,19.492111206054688,15.100248336791992,12.43270492553711,12.402697563171387,,,,,,,,,,,,
1999-01-05,79.47115325927734,,,12.296613693237305,11.726106643676758,25.546091079711914,18.3416690826416,15.809306144714355,19.82049560546875,15.214117050170898,12.582890510559082,12.706949234008789,,,,,,,,,,,,
1999-01-06,81.3871078491211,,,12.702363967895508,12.097880363464355,26.3009090423584,18.64627456665039,16.149076461791992,20.383441925048828,15.398049354553223,12.713489532470703,12.93066120147705,,,,,,,,,,,,
1999-01-07,80.98795318603516,,,12.644402503967285,12.28376579284668,26.21836280822754,18.559255599975586,16.00916290283203,20.359994888305664,15.222875595092773,12.667776107788086,12.832221031188965,,,,,,,,,,,,
1999-01-08,81.58666229248047,,,12.702363967895508,12.361210823059082,26.32449722290039,18.787696838378906,16.129085540771484,20.383441925048828,15.161555290222168,12.739603042602539,13.270703315734863,,,,,,,,,,,,
1999-01-11,80.80828857421875,,,12.462218284606934,12.175331115722656,26.58396339416504,18.831218719482422,15.979186058044434,20.27788734436035,14.855003356933594,12.400055885314941,13.297554969787598,,,,,,,,,,,,
1999-01-12,79.35138702392578,,,12.271772384643555,11.83454418182373,25.864524841308594,18.75506019592285,15.789321899414062,19.7501220703125,14.741128921508789,12.406585693359375,12.957503318786621,,,,,,,,,,,,
1999-01-13,78.7926025390625,,,12.089605331420898,11.679644584655762,25.852737426757812,18.580995559692383,15.389583587646484,19.843957901000977,14.767407417297363,12.491474151611328,12.671150207519531,,,,,,,,,,,,
1999-01-14,77.4155502319336,,,11.857746124267578,11.385324478149414,25.498918533325195,18.428693771362305,15.3196439743042,19.398286819458008,14.487131118774414,12.282520294189453,12.456380844116211,,,,,,,,,,,,
1999-01-15,79.4312515258789,,,12.03991413116455,11.710617065429688,26.253740310668945,18.678913116455078,15.579456329345703,19.644567489624023,14.644787788391113,12.341291427612305,12.644299507141113,,,,,,,,,,,,
1999-01-19,79.95013427734375,,,12.03991413116455,11.648658752441406,27.161893844604492,19.211977005004883,15.549479484558105,19.632835388183594,14.478372573852539,12.759193420410156,12.411643028259277,,,,,,,,,,,,
1999-01-20,80.58876037597656,,,11.940550804138184,11.73385238647461,27.409570693969727,19.320762634277344,15.479525566101074,19.961238861083984,14.52216911315918,12.706950187683105,12.366896629333496,,,,,,,,,,,,
1999-01-21,78.45331573486328,,,12.03991413116455,11.524738311767578,26.701913833618164,18.64627456665039,15.349610328674316,19.77358055114746,14.303190231323242,12.661246299743652,12.313207626342773,,,,,,,,,,,,
1999-01-22,78.27371978759766,,,11.97367000579834,11.447288513183594,26.230148315429688,18.570127487182617,15.049824714660645,19.867399215698242,14.233119010925293,12.746138572692871,12.071596145629883,,,,,,,,,,,,
1999-01-25,79.07202911376953,,,11.957108497619629,11.540229797363281,26.69011878967285,18.72243309020996,15.299646377563477,19.82049560546875,14.198087692260742,12.269464492797852,12.313207626342773,,,,,,,,,,,,
1999-01-26,80.50897979736328,,,11.841181755065918,11.5479736328125,27.763381958007812,18.80946922302246,15.299646377563477,20.289628982543945,14.530922889709473,12.51105785369873,12.277413368225098,,,,,,,,,,,,
1999-01-27,79.57093811035156,,,11.625887870788574,11.400818824768066,27.173681259155273,18.624515533447266,15.419565200805664,20.26616096496582,14.723613739013672,12.32170581817627,12.178977012634277,,,,,,,,,,,,
1999-01-28,80.90809631347656,,,11.559651374816895,11.571209907531738,28.128995895385742,18.972644805908203,15.439541816711426,20.47726821899414,14.98637866973877,12.341291427612305,12.026851654052734,,,,,,,,,,,,
1999-01-29,81.52678680419922,,,11.559651374816895,11.819051742553711,28.54179573059082,18.972644805908203,15.539481163024902,20.617996215820312,15.02142333984375,12.32170581817627,12.089488983154297,,,,,,,,,,,,
1999-02-01,81.04782104492188,,,11.443721771240234,11.617676734924316,28.565380096435547,19.0814266204834,15.559469223022461,20.66490936279297,14.96010971069336,12.295577049255371,12.187932968139648,,,,,,,,,,,,
1999-02-02,80.54888153076172,,,11.460277557373047,11.493756294250488,28.08182144165039,18.7985782623291,15.439541816711426,20.406906127929688,15.082725524902344,12.132336616516113,12.196876525878906,,,,,,,,,,,,
1999-02-03,81.36713409423828,,,11.725259780883789,11.578949928283691,28.282323837280273,19.157583236694336,15.589447975158691,20.735292434692383,15.030168533325195,12.19763469696045,12.205827713012695,,,,,,,,,,,,
1999-02-04,80.14970397949219,,,11.791510581970215,11.307875633239746,27.315210342407227,19.016155242919922,15.609430313110352,20.617996215820312,14.96010971069336,12.014795303344727,12.563773155212402,,,,,,,,,,,,
1999-02-05,79.23165130615234,,,12.12272834777832,11.214926719665527,26.65473747253418,18.7985782623291,15.559469223022461,20.10196304321289,14.732370376586914,12.021328926086426,12.733789443969727,,,,,,,,,,,,
1999-02-08,79.39131164550781,,,12.28833293914795,11.183952331542969,27.1029052734375,18.787696838378906,15.609430313110352,20.43035888671875,14.706098556518555,12.021328926086426,12.671150207519531,,,,,,,,,,,,
1999-02-09,77.61511993408203,,,12.056478500366211,11.029053688049316,26.041452407836914,18.450468063354492,15.399579048156738,19.797046661376953,14.443341255187988,12.073564529418945,12.429534912109375,,,,,,,,,,,,
1999-02-10,78.11402893066406,,,12.089605331420898,11.121997833251953,26.230148315429688,18.493976593017578,15.4595365524292,19.797046661376953,14.54843807220459,11.988682746887207,12.456380844116211,,,,,,,,,,,,
1999-02-11,79.91024017333984,,,11.99023723602295,11.571209907531738,27.338788986206055,18.994403839111328,15.669398307800293,20.44208526611328,14.793691635131836,12.040919303894043,12.33110523223877,,,,,,,,,,,,
1999-02-12,78.9522705078125,,,11.741816520690918,11.400818824768066,26.253740310668945,18.711549758911133,15.579456329345703,20.07851219177246,14.671061515808105,11.845025062561035,12.26846981048584,,,,,,,,,,,,
1999-02-16,78.47327423095703,,,11.659008026123047,11.571209907531738,26.135787963867188,18.885610580444336,15.659402847290039,20.33652687072754,14.846238136291504,12.060504913330078,12.15213394165039,,,,,,,,,,,,
1999-02-17,78.3934555053711,,,11.543081283569336,11.617676734924316,25.546091079711914,18.68979835510254,15.659402847290039,20.26616096496582,14.697342872619629,11.975627899169922,12.026851654052734,,,,,,,,,,,,
1999-02-18,79.01211547851562,,,11.576208114624023,11.73385238647461,25.687618255615234,18.92913055419922,15.659402847290039,20.289628982543945,14.855003356933594,12.191108703613281,12.116339683532715,,,,,,,,,,,,
1999-02-19,79.35138702392578,,,11.509963035583496,11.772583961486816,25.923494338989258,18.9835262298584,15.759345054626465,20.395172119140625,14.793691635131836,12.060504913330078,12.214775085449219,,,,,,,,,,,,
1999-02-22,81.4669418334961,,,11.625887870788574,12.11336898803711,26.843446731567383,19.38603401184082,15.999175071716309,20.91120719909668,15.10900592803955,12.45229721069336,12.420591354370117,,,,,,,,,,,,
1999-02-23,81.42700958251953,,,11.526524543762207,12.268263816833496,27.1972599029541,19.353404998779297,15.989181518554688,20.805662155151367,15.082725524902344,12.060504913330078,12.313207626342773,,,,,,,,,,,,
1999-02-24,79.99004364013672,,,11.47684097290039,11.865523338317871,26.44243621826172,19.124940872192383,15.949209213256836,20.54764175415039,14.995146751403809,12.17151165008545,12.277413368225098,,,,,,,,,,,,
1999-02-25,79.23165130615234,,,11.534801483154297,11.788071632385254,26.513202667236328,18.94000244140625,15.629422187805176,20.313074111938477,14.819969177246094,11.91032600402832,12.277413368225098,,,,,,,,,,,,
1999-02-26,78.91233825683594,,,11.460277557373047,12.004938125610352,25.711210250854492,18.994403839111328,15.679393768310547,20.488994598388672,14.86375904083252,11.982150077819824,12.277413368225098,,,,,,,,,,,,
1999-03-01,79.13188171386719,,,11.344353675842285,12.051405906677246,25.5932674407959,18.961769104003906,15.669398307800293,20.500720977783203,14.793691635131836,11.805846214294434,12.134234428405762,,,,,,,,,,,,
1999-03-02,78.43336486816406,,,11.228421211242676,12.082387924194336,24.90920639038086,18.95088005065918,15.539481163024902,20.54764175415039,14.74989128112793,11.629545211791992,12.026851654052734,,,,,,,,,,,,
1999-03-03,78.85246276855469,,,11.47684097290039,11.966207504272461,25.33378791809082,18.831218719482422,15.449548721313477,20.44208526611328,14.74989128112793,11.636075019836426,11.946320533752441,,,,,,,,,,,,
1999-03-04,79.8503646850586,,,11.890871047973633,12.237289428710938,25.5932674407959,19.168455123901367,15.749345779418945,20.87603187561035,14.951350212097168,11.818904876708984,11.982105255126953,,,,,,,,,,,,
1999-03-05,81.45696258544922,,,12.114447593688965,12.547088623046875,26.182968139648438,19.603609085083008,16.099103927612305,21.50934410095215,15.17907428741455,12.021328926086426,12.384791374206543,,,,,,,,,,,,
1999-03-08,81.98580169677734,,,12.28833293914795,12.46190071105957,26.93779182434082,19.62537384033203,16.18903923034668,21.60316276550293,15.2491455078125,11.884208679199219,12.465335845947266,,,,,,,,,,,,
1999-03-09,81.78622436523438,,,12.155843734741211,12.562585830688477,26.65473747253418,19.473068237304688,16.26899528503418,21.661813735961914,15.266657829284668,11.851554870605469,12.357953071594238,,,,,,,,,,,,
1999-03-10,82.5047378540039,43.60497283935547,,12.85141658782959,12.794936180114746,26.65473747253418,19.647127151489258,16.23900604248047,21.60316276550293,15.100248336791992,11.812371253967285,12.527974128723145,,,,,,,,,,,,
1999-03-11,83.4227523803711,43.818485260009766,,13.033585548400879,12.856893539428711,26.607559204101562,19.777671813964844,16.259000778198242,21.837732315063477,15.2491455078125,11.903794288635254,12.66220474243164,,,,,,,,,,,,
1999-03-12,82.62447357177734,42.75103759765625,,12.98389720916748,12.88014030456543,26.371673583984375,19.668880462646484,16.308963775634766,21.931550979614258,15.380532264709473,12.034392356872559,12.608510971069336,,,,,,,,,,,,
1999-03-15,83.80193328857422,43.978580474853516,,12.884528160095215,12.91886043548584,26.796253204345703,19.734153747558594,16.26899528503418,21.97846031188965,15.511909484863281,12.067028999328613,12.635361671447754,,,,,,,,,,,,
1999-03-16,83.48263549804688,44.352203369140625,,12.818289756774902,12.732978820800781,27.25623321533203,19.69063949584961,16.1590633392334,21.861177444458008,15.581975936889648,12.021328926086426,12.581671714782715,,,,,,,,,,,,
1999-03-17,83.12339782714844,44.03194808959961,,13.14951229095459,12.624543190002441,27.07931900024414,19.58185386657715,16.129085540771484,21.76736831665039,15.319221496582031,11.91032600402832,12.54587173461914,,,,,,,,,,,,
1999-03-18,84.46057891845703,44.88591766357422,,13.315119743347168,12.91886043548584,27.456735610961914,19.853822708129883,16.169055938720703,22.14266014099121,15.581975936889648,12.08663272857666,12.814334869384766,,,,,,,,,,,,
1999-03-19,83.02493286132812,43.73842239379883,,13.18016242980957,12.673587799072266,26.796253204345703,19.766801834106445,16.269533157348633,21.837961196899414,15.512981414794922,11.863780975341797,12.830485343933105,,,,,,,,,,,,
1999-03-22,83.18497467041016,43.20470428466797,,13.263265609741211,12.704643249511719,26.796253204345703,19.712404251098633,16.1491641998291,21.603139877319336,15.504201889038086,11.903223037719727,12.866403579711914,,,,,,,,,,,,
1999-03-23,80.78424072265625,41.68359375,,13.03057861328125,12.269768714904785,26.017854690551758,19.168455123901367,15.768001556396484,20.945659637451172,15.065497398376465,11.528578758239746,12.543172836303711,,,,,,,,,,,,
1999-03-24,81.24440002441406,43.09794616699219,,12.964086532592773,12.238707542419434,26.52499771118164,19.255489349365234,15.727880477905273,20.781282424926758,15.056714057922363,11.686317443847656,12.552153587341309,,,,,,,,,,,,
1999-03-25,82.90489959716797,44.672428131103516,,12.997331619262695,12.518274307250977,27.150074005126953,19.58185386657715,15.898387908935547,21.415281295776367,15.170778274536133,11.64688491821289,12.597046852111816,,,,,,,,,,,,
1999-03-26,82.30471801757812,44.19207000732422,,13.163537979125977,12.409557342529297,27.008567810058594,19.42955780029297,15.938514709472656,21.274394989013672,15.118138313293457,11.495711326599121,12.498273849487305,,,,,,,,,,,,
1999-03-29,83.96519470214844,45.793243408203125,,13.529197692871094,12.68912124633789,28.022865295410156,19.668880462646484,16.199308395385742,21.790990829467773,15.311169624328613,11.436561584472656,12.704789161682129,,,,,,,,,,,,
1999-03-30,83.52509307861328,45.4730110168457,,13.279884338378906,12.54157829284668,27.97568130493164,19.603609085083008,16.189281463623047,21.81447982788086,15.179561614990234,11.252521514892578,12.67785358428955,,,,,,,,,,,,
1999-03-31,82.18466186523438,44.805850982666016,,13.080442428588867,12.39401626586914,27.621850967407227,19.494827270507812,16.00873374938965,21.485736846923828,14.846137046813965,11.226232528686523,12.498273849487305,,,,,,,,,,,,
1999-04-01,82.80484771728516,45.7398567199707,,13.063817024230957,12.425087928771973,28.058237075805664,19.494827270507812,16.17925262451172,21.462249755859375,14.872454643249512,11.462841033935547,12.641935348510742,,,,,,,,,,,,
1999-04-05,84.76545715332031,47.39440155029297,,13.379607200622559,12.673587799072266,29.02535057067871,19.929983139038086,16.53031349182129,21.74403190612793,14.951419830322266,11.554871559143066,12.794575691223145,,,,,,,,,,,,
1999-04-06,84.56537628173828,47.48780059814453,,13.246644973754883,12.580398559570312,29.273029327392578,19.951732635498047,16.440052032470703,21.861440658569336,14.784710884094238,11.495711326599121,12.570108413696289,,,,,,,,,,,,
1999-04-07,85.24557495117188,46.99411392211914,,13.113675117492676,12.922088623046875,29.202266693115234,20.33249282836914,16.470142364501953,22.049287796020508,14.767158508300781,11.64688491821289,12.704789161682129,,,,,,,,,,,,
1999-04-08,86.3259506225586,47.36772537231445,,13.246644973754883,13.15506649017334,29.48532485961914,20.539188385009766,16.560413360595703,22.542423248291016,15.109355926513672,11.955805778503418,12.884359359741211,,,,,,,,,,,,
1999-04-09,86.34590148925781,47.661258697509766,,13.495957374572754,13.123997688293457,29.438154220581055,20.604467391967773,16.5704402923584,22.753747940063477,15.144457817077637,11.870360374450684,12.821510314941406,,,,,,,,,,,,
1999-04-12,87.2662124633789,47.341026306152344,,13.595680236816406,13.356969833374023,28.98996925354004,21.12664794921875,16.971668243408203,22.941591262817383,15.398924827575684,12.041247367858887,13.198616027832031,,,,,,,,,,,,
1999-04-13,86.70603942871094,46.70056915283203,,13.579063415527344,13.341435432434082,28.54179573059082,20.909072875976562,17.1020565032959,22.82419204711914,15.45156478881836,11.844069480895996,13.3602294921875,,,,,,,,,,,,
1999-04-14,85.24557495117188,45.099403381347656,,13.412850379943848,13.170588493347168,27.83415412902832,20.71324920654297,17.473194122314453,22.307598114013672,14.986526489257812,11.673176765441895,14.006695747375488,,,,,,,,,,,,
